,name,header,beds,bedrooms,date_range,price,rating
3377,Cordoba Apartment 2/A,Apartment in Riyadh,Cordoba Apartment 2/A,"3 beds,  · 2 bedrooms",Nov 21 – 26,$149,5.0 (15)
3378,Majdia Residence Al Majdiah Residence,Apartment in Riyadh,Majdia Residence Al Majdiah Residence,"5 beds,  · 4 bedrooms",Nov 23 – 28,$447,5.0 (33)
3379,Featured bunk villa and pool,Home in Riyadh,Featured bunk villa and pool,"4 beds,  · 2 bedrooms",Nov 25 – 30,$139,5.0 (3)
3380,Peaceful Makkah Retreat,Apartment in Makkah,Peaceful Makkah Retreat,"5 beds,  · 3 bedrooms",Nov 12 – 17,,New
3381,Spacious Apartment for a family,Apartment in Jeddah,Spacious Apartment for a family,"5 beds,  · 3 bedrooms",Nov 19 – 24,$111,5.0 (4)
3382,N204 lovely unit with great space,Apartment in Jeddah,N204 lovely unit with great space,"5 beds,  · 4 bedrooms",Nov 20 – 25,$173,4.79 (33)
3383,2 Bedroom Apartment with Self check in,Apartment in Riyadh,2 Bedroom Apartment with Self check in,"3 beds,  · 2 bedrooms",Nov 26 – Dec 1,$91,5.0 (11)
3384,"T10, 2 beds apt in Great Location شقة غرفتين جميلة",Apartment in Jeddah,"T10, 2 beds apt in Great Location شقة غرفتين جميلة","2 beds,  · 2 bedrooms",Nov 12 – 17,$60,4.68 (69)
3385,Luxury 3 Bedroom Apartment - Self Entry,Apartment in Riyadh,Luxury 3 Bedroom Apartment - Self Entry,"3 beds,  · 3 bedrooms",Nov 12 – 17,,5.0 (46)
3386,Luxury Apartment Cordoba,Apartment in Riyadh,Luxury Apartment Cordoba,"3 beds,  · 2 bedrooms",Nov 12 – 17,$146,New
3387,"Apartment in North Riyadh, self entry",Condo in Riyadh,"Apartment in North Riyadh, self entry","3 beds,  · 2 bedrooms",Nov 23 – 28,$128,4.89 (18)
3388,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,Apartment in Riyadh,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,"3 beds,  · 2 bedrooms",Nov 12 – 17,$158,4.93 (45)
3389,comfy apartment fits 9 personals,Apartment in Jeddah,comfy apartment fits 9 personals,"8 beds,  · 3 bedrooms",Nov 25 – 30,$113,New
3390,Comfortable place to spend your family vacation | comfyapartment8,Condo in Jeddah,Comfortable place to spend your family vacation | comfyapartment8,Verified fast wifi,Nov 12 – 17,$104,4.85 (34)
3391,Cordoba Apartment 2/A,Apartment in Riyadh,Cordoba Apartment 2/A,"3 beds,  · 2 bedrooms",Nov 21 – 26,$149,5.0 (15)
3392,Majdia Residence Al Majdiah Residence,Apartment in Riyadh,Majdia Residence Al Majdiah Residence,"5 beds,  · 4 bedrooms",Nov 23 – 28,$447,5.0 (33)
3393,Featured bunk villa and pool,Home in Riyadh,Featured bunk villa and pool,"4 beds,  · 2 bedrooms",Nov 25 – 30,$139,5.0 (3)
3394,Peaceful Makkah Retreat,Apartment in Makkah,Peaceful Makkah Retreat,"5 beds,  · 3 bedrooms",Nov 12 – 17,,New
3395,Spacious Apartment for a family,Apartment in Jeddah,Spacious Apartment for a family,"5 beds,  · 3 bedrooms",Nov 19 – 24,$111,5.0 (4)
3396,2 Bedroom Apartment with Self check in,Apartment in Riyadh,2 Bedroom Apartment with Self check in,"3 beds,  · 2 bedrooms",Nov 26 – Dec 1,$91,5.0 (11)
3397,Cozy Apartment,Apartment in Riyadh,Cozy Apartment,Verified fast wifi,Nov 12 – 17,,5.0 (18)
3398,Three Bedroom Apartment - Luxury Apartment 3 Smart Entry,Apartment in Riyadh,Three Bedroom Apartment - Luxury Apartment 3 Smart Entry,"3 beds,  · 3 bedrooms",Nov 12 – 17,,4.67 (6)
3399,B2-Cozy 2 bedroom apartment,Apartment in Riyadh,B2-Cozy 2 bedroom apartment,"3 beds,  · 2 bedrooms",Nov 12 – 17,$133,4.81 (16)
3400,Apartment Hotel Groves | Three Bedrooms and Self Entry,Condo in Riyadh,Apartment Hotel Groves | Three Bedrooms and Self Entry,Dedicated workspace,Nov 25 – 30,$173,5.0 (10)
3401,"Spacious apartment with private entrance, outdoor patio",Apartment in Riyadh,"Spacious apartment with private entrance, outdoor patio","3 beds,  · 2 bedrooms",Nov 26 – Dec 1,$102,4.73 (11)
3402,8- Condominium Self check-in,Apartment in Riyadh,8- Condominium Self check-in,"5 beds,  · 3 bedrooms",Dec 4 – 9,$120,4.64 (28)
3403,Luxury Apartment (Self Entry),Apartment in Makkah,Luxury Apartment (Self Entry),"2 beds,  · 1 bedroom",Nov 30 – Dec 5,$80,4.67 (9)
3404,Jeddah Vieux Chalet,Guesthouse in Jeddah,Jeddah Vieux Chalet,"3 beds,  · 2 bedrooms",Nov 12 – 17,$107,
3405,Silence Apartment 8 ( Al Naeem ),Apartment in Jeddah,Silence Apartment 8 ( Al Naeem ),"3 beds,  · 2 bedrooms",Nov 12 – 17,$88,4.97 (38)
3406,Spacious and plush bedrooms apartment,Apartment in Jeddah,Spacious and plush bedrooms apartment,"3 beds,  · 2 bedrooms",Nov 12 – 17,,4.75 (8)
3407,Apartment room and lounge with private entrance,Apartment in Riyadh,Apartment room and lounge with private entrance,Dedicated workspace,Nov 12 – 17,,4.86 (7)
3408,"T10, 2 beds apt in Great Location شقة غرفتين جميلة",Apartment in Jeddah,"T10, 2 beds apt in Great Location شقة غرفتين جميلة","2 beds,  · 2 bedrooms",Nov 12 – 17,$60,4.68 (69)
3409,Luxury 3 Bedroom Apartment - Self Entry,Apartment in Riyadh,Luxury 3 Bedroom Apartment - Self Entry,"3 beds,  · 3 bedrooms",Nov 12 – 17,,5.0 (46)
3410,Luxury Apartment Cordoba,Apartment in Riyadh,Luxury Apartment Cordoba,"3 beds,  · 2 bedrooms",Nov 12 – 17,$146,New
3411,"Apartment in North Riyadh, self entry",Condo in Riyadh,"Apartment in North Riyadh, self entry","3 beds,  · 2 bedrooms",Nov 23 – 28,$128,4.89 (18)
3412,Two Bedroom Apartment and Self Entry Lounge3,Apartment in Riyadh,Two Bedroom Apartment and Self Entry Lounge3,"3 beds,  · 2 bedrooms",Nov 25 – 30,,5.0 (10)
3413,comfy apartment fits 9 personals,Apartment in Jeddah,comfy apartment fits 9 personals,"8 beds,  · 3 bedrooms",Nov 25 – 30,$113,New
3414,Comfortable place to spend your family vacation | comfyapartment8,Condo in Jeddah,Comfortable place to spend your family vacation | comfyapartment8,Verified fast wifi,Nov 12 – 17,$104,4.85 (34)
3415,Cordoba Apartment 2/A,Apartment in Riyadh,Cordoba Apartment 2/A,"3 beds,  · 2 bedrooms",Nov 21 – 26,$149,5.0 (15)
3416,Majdia Residence Al Majdiah Residence,Apartment in Riyadh,Majdia Residence Al Majdiah Residence,"5 beds,  · 4 bedrooms",Nov 23 – 28,$447,5.0 (33)
3417,Featured bunk villa and pool,Home in Riyadh,Featured bunk villa and pool,"4 beds,  · 2 bedrooms",Nov 25 – 30,$139,5.0 (3)
3418,Peaceful Makkah Retreat,Apartment in Makkah,Peaceful Makkah Retreat,"5 beds,  · 3 bedrooms",Nov 12 – 17,,New
3419,Spacious Apartment for a family,Apartment in Jeddah,Spacious Apartment for a family,"5 beds,  · 3 bedrooms",Nov 19 – 24,$111,5.0 (4)
3420,"T10, 2 beds apt in Great Location شقة غرفتين جميلة",Apartment in Jeddah,"T10, 2 beds apt in Great Location شقة غرفتين جميلة","2 beds,  · 2 bedrooms",Nov 12 – 17,$60,4.68 (69)
3421,Luxury 3 Bedroom Apartment - Self Entry,Apartment in Riyadh,Luxury 3 Bedroom Apartment - Self Entry,"3 beds,  · 3 bedrooms",Nov 12 – 17,,5.0 (46)
3422,Luxury Apartment Cordoba,Apartment in Riyadh,Luxury Apartment Cordoba,"3 beds,  · 2 bedrooms",Nov 12 – 17,$146,New
3423,"Apartment in North Riyadh, self entry",Condo in Riyadh,"Apartment in North Riyadh, self entry","3 beds,  · 2 bedrooms",Nov 23 – 28,$128,4.89 (18)
3424,Two Bedroom Apartment and Self Entry Lounge3,Apartment in Riyadh,Two Bedroom Apartment and Self Entry Lounge3,"3 beds,  · 2 bedrooms",Nov 25 – 30,,5.0 (10)
3425,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,Apartment in Riyadh,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,"3 beds,  · 2 bedrooms",Nov 12 – 17,$158,4.93 (45)
3426,comfy apartment fits 9 personals,Apartment in Jeddah,comfy apartment fits 9 personals,"8 beds,  · 3 bedrooms",Nov 25 – 30,$113,New
3427,Private suite 26,Apartment in Jeddah,Private suite 26,"3 beds,  · 2 bedrooms",Nov 12 – 17,$80,New
3428,Comfortable place to spend your family vacation | comfyapartment8,Condo in Jeddah,Comfortable place to spend your family vacation | comfyapartment8,Verified fast wifi,Nov 12 – 17,$104,4.85 (34)
3429,Cordoba Apartment 2/A,Apartment in Riyadh,Cordoba Apartment 2/A,"3 beds,  · 2 bedrooms",Nov 21 – 26,$149,5.0 (15)
3430,Majdia Residence Al Majdiah Residence,Apartment in Riyadh,Majdia Residence Al Majdiah Residence,"5 beds,  · 4 bedrooms",Nov 23 – 28,$447,5.0 (33)
3431,Featured bunk villa and pool,Home in Riyadh,Featured bunk villa and pool,"4 beds,  · 2 bedrooms",Nov 25 – 30,$139,5.0 (3)
3432,Peaceful Makkah Retreat,Apartment in Makkah,Peaceful Makkah Retreat,"5 beds,  · 3 bedrooms",Nov 12 – 17,,New
3433,Spacious Apartment for a family,Apartment in Jeddah,Spacious Apartment for a family,"5 beds,  · 3 bedrooms",Nov 19 – 24,$111,5.0 (4)
3434,N204 lovely unit with great space,Apartment in Jeddah,N204 lovely unit with great space,"5 beds,  · 4 bedrooms",Nov 20 – 25,$173,4.79 (33)
3435,2 Bedroom Apartment with Self check in,Apartment in Riyadh,2 Bedroom Apartment with Self check in,"3 beds,  · 2 bedrooms",Nov 26 – Dec 1,$91,5.0 (11)
3436,Cozy Apartment,Apartment in Riyadh,Cozy Apartment,Verified fast wifi,Nov 12 – 17,,5.0 (18)
3437,Three Bedroom Apartment - Luxury Apartment 3 Smart Entry,Apartment in Riyadh,Three Bedroom Apartment - Luxury Apartment 3 Smart Entry,"3 beds,  · 3 bedrooms",Nov 12 – 17,,4.67 (6)
3438,Luxury Apartment Cordoba,Apartment in Riyadh,Luxury Apartment Cordoba,"3 beds,  · 2 bedrooms",Nov 12 – 17,$146,New
3439,"Apartment in North Riyadh, self entry",Condo in Riyadh,"Apartment in North Riyadh, self entry","3 beds,  · 2 bedrooms",Nov 23 – 28,$128,4.89 (18)
3440,Two Bedroom Apartment and Self Entry Lounge3,Apartment in Riyadh,Two Bedroom Apartment and Self Entry Lounge3,"3 beds,  · 2 bedrooms",Nov 25 – 30,,5.0 (10)
3441,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,Apartment in Riyadh,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,"3 beds,  · 2 bedrooms",Nov 12 – 17,$158,4.93 (45)
3442,comfy apartment fits 9 personals,Apartment in Jeddah,comfy apartment fits 9 personals,"8 beds,  · 3 bedrooms",Nov 25 – 30,$113,New
3443,Private suite 26,Apartment in Jeddah,Private suite 26,"3 beds,  · 2 bedrooms",Nov 12 – 17,$80,New
3444,Comfortable place to spend your family vacation | comfyapartment8,Condo in Jeddah,Comfortable place to spend your family vacation | comfyapartment8,Verified fast wifi,Nov 12 – 17,$104,4.85 (34)
3445,Cordoba Apartment 2/A,Apartment in Riyadh,Cordoba Apartment 2/A,"3 beds,  · 2 bedrooms",Nov 21 – 26,$149,5.0 (15)
3446,Majdia Residence Al Majdiah Residence,Apartment in Riyadh,Majdia Residence Al Majdiah Residence,"5 beds,  · 4 bedrooms",Nov 23 – 28,$447,5.0 (33)
3447,Featured bunk villa and pool,Home in Riyadh,Featured bunk villa and pool,"4 beds,  · 2 bedrooms",Nov 25 – 30,$139,5.0 (3)
3448,Peaceful Makkah Retreat,Apartment in Makkah,Peaceful Makkah Retreat,"5 beds,  · 3 bedrooms",Nov 12 – 17,,New
3449,Spacious Apartment for a family,Apartment in Jeddah,Spacious Apartment for a family,"5 beds,  · 3 bedrooms",Nov 19 – 24,$111,5.0 (4)
3450,N204 lovely unit with great space,Apartment in Jeddah,N204 lovely unit with great space,"5 beds,  · 4 bedrooms",Nov 20 – 25,$173,4.79 (33)
3451,2 Bedroom Apartment with Self check in,Apartment in Riyadh,2 Bedroom Apartment with Self check in,"3 beds,  · 2 bedrooms",Nov 26 – Dec 1,$91,5.0 (11)
3452,Cozy Apartment,Apartment in Riyadh,Cozy Apartment,Verified fast wifi,Nov 12 – 17,,5.0 (18)
3453,Three Bedroom Apartment - Luxury Apartment 3 Smart Entry,Apartment in Riyadh,Three Bedroom Apartment - Luxury Apartment 3 Smart Entry,"3 beds,  · 3 bedrooms",Nov 12 – 17,,4.67 (6)
3454,B2-Cozy 2 bedroom apartment,Apartment in Riyadh,B2-Cozy 2 bedroom apartment,"3 beds,  · 2 bedrooms",Nov 12 – 17,$133,4.81 (16)
3455,Apartment Hotel Groves | Three Bedrooms and Self Entry,Condo in Riyadh,Apartment Hotel Groves | Three Bedrooms and Self Entry,Dedicated workspace,Nov 25 – 30,$173,5.0 (10)
3456,"Apartment in North Riyadh, self entry",Condo in Riyadh,"Apartment in North Riyadh, self entry","3 beds,  · 2 bedrooms",Nov 23 – 28,$128,4.89 (18)
3457,Two Bedroom Apartment and Self Entry Lounge3,Apartment in Riyadh,Two Bedroom Apartment and Self Entry Lounge3,"3 beds,  · 2 bedrooms",Nov 25 – 30,,5.0 (10)
3458,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,Apartment in Riyadh,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,"3 beds,  · 2 bedrooms",Nov 12 – 17,$158,4.93 (45)
3459,comfy apartment fits 9 personals,Apartment in Jeddah,comfy apartment fits 9 personals,"8 beds,  · 3 bedrooms",Nov 25 – 30,$113,New
3460,Private suite 26,Apartment in Jeddah,Private suite 26,"3 beds,  · 2 bedrooms",Nov 12 – 17,$80,New
3461,Comfortable place to spend your family vacation | comfyapartment8,Condo in Jeddah,Comfortable place to spend your family vacation | comfyapartment8,Verified fast wifi,Nov 12 – 17,$104,4.85 (34)
3462,Cordoba Apartment 2/A,Apartment in Riyadh,Cordoba Apartment 2/A,"3 beds,  · 2 bedrooms",Nov 21 – 26,$149,5.0 (15)
3463,Majdia Residence Al Majdiah Residence,Apartment in Riyadh,Majdia Residence Al Majdiah Residence,"5 beds,  · 4 bedrooms",Nov 23 – 28,$447,5.0 (33)
3464,Featured bunk villa and pool,Home in Riyadh,Featured bunk villa and pool,"4 beds,  · 2 bedrooms",Nov 25 – 30,$139,5.0 (3)
3465,Peaceful Makkah Retreat,Apartment in Makkah,Peaceful Makkah Retreat,"5 beds,  · 3 bedrooms",Nov 12 – 17,,New
3466,Spacious Apartment for a family,Apartment in Jeddah,Spacious Apartment for a family,"5 beds,  · 3 bedrooms",Nov 19 – 24,$111,5.0 (4)
3467,Comfy apartment for 9 personals,Apartment in Jeddah,Comfy apartment for 9 personals,"8 beds,  · 3 bedrooms",Nov 12 – 17,$136,New
3468,2 Bedroom Apartment with Self check in,Apartment in Riyadh,2 Bedroom Apartment with Self check in,"3 beds,  · 2 bedrooms",Nov 26 – Dec 1,$91,5.0 (11)
3469,Cozy Apartment,Apartment in Riyadh,Cozy Apartment,Verified fast wifi,Nov 12 – 17,,5.0 (18)
3470,Three Bedroom Apartment - Luxury Apartment 3 Smart Entry,Apartment in Riyadh,Three Bedroom Apartment - Luxury Apartment 3 Smart Entry,"3 beds,  · 3 bedrooms",Nov 12 – 17,,4.67 (6)
3471,B2-Cozy 2 bedroom apartment,Apartment in Riyadh,B2-Cozy 2 bedroom apartment,"3 beds,  · 2 bedrooms",Nov 12 – 17,$133,4.81 (16)
3472,Apartment Hotel Groves | Three Bedrooms and Self Entry,Condo in Riyadh,Apartment Hotel Groves | Three Bedrooms and Self Entry,Dedicated workspace,Nov 25 – 30,$173,5.0 (10)
3473,"Spacious apartment with private entrance, outdoor patio",Apartment in Riyadh,"Spacious apartment with private entrance, outdoor patio","3 beds,  · 2 bedrooms",Nov 26 – Dec 1,$102,4.73 (11)
3474,"T10, 2 beds apt in Great Location شقة غرفتين جميلة",Apartment in Jeddah,"T10, 2 beds apt in Great Location شقة غرفتين جميلة","2 beds,  · 2 bedrooms",Nov 12 – 17,$60,4.68 (69)
3475,Luxury 3 Bedroom Apartment - Self Entry,Apartment in Riyadh,Luxury 3 Bedroom Apartment - Self Entry,"3 beds,  · 3 bedrooms",Nov 12 – 17,,5.0 (46)
3476,Luxury Apartment Cordoba,Apartment in Riyadh,Luxury Apartment Cordoba,"3 beds,  · 2 bedrooms",Nov 12 – 17,$146,New
3477,"Apartment in North Riyadh, self entry",Condo in Riyadh,"Apartment in North Riyadh, self entry","3 beds,  · 2 bedrooms",Nov 23 – 28,$128,4.89 (18)
3478,Two Bedroom Apartment and Self Entry Lounge3,Apartment in Riyadh,Two Bedroom Apartment and Self Entry Lounge3,"3 beds,  · 2 bedrooms",Nov 25 – 30,,5.0 (10)
3479,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,Apartment in Riyadh,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,"3 beds,  · 2 bedrooms",Nov 12 – 17,$158,4.93 (45)
3480,comfy apartment fits 9 personals,Apartment in Jeddah,comfy apartment fits 9 personals,"8 beds,  · 3 bedrooms",Nov 25 – 30,$113,New
3481,Private suite 26,Apartment in Jeddah,Private suite 26,"3 beds,  · 2 bedrooms",Nov 12 – 17,$80,New
3482,Comfortable place to spend your family vacation | comfyapartment8,Condo in Jeddah,Comfortable place to spend your family vacation | comfyapartment8,Verified fast wifi,Nov 12 – 17,$104,4.85 (34)
3483,Cordoba Apartment 2/A,Apartment in Riyadh,Cordoba Apartment 2/A,"3 beds,  · 2 bedrooms",Nov 21 – 26,$149,5.0 (15)
3484,Majdia Residence Al Majdiah Residence,Apartment in Riyadh,Majdia Residence Al Majdiah Residence,"5 beds,  · 4 bedrooms",Nov 23 – 28,$447,5.0 (33)
3485,Featured bunk villa and pool,Home in Riyadh,Featured bunk villa and pool,"4 beds,  · 2 bedrooms",Nov 25 – 30,$139,5.0 (3)
3486,Peaceful Makkah Retreat,Apartment in Makkah,Peaceful Makkah Retreat,"5 beds,  · 3 bedrooms",Nov 12 – 17,,New
3487,Spacious Apartment for a family,Apartment in Jeddah,Spacious Apartment for a family,"5 beds,  · 3 bedrooms",Nov 19 – 24,$111,5.0 (4)
3488,2 Bedroom Apartment with Self check in,Apartment in Riyadh,2 Bedroom Apartment with Self check in,"3 beds,  · 2 bedrooms",Nov 26 – Dec 1,$91,5.0 (11)
3489,Cozy Apartment,Apartment in Riyadh,Cozy Apartment,Verified fast wifi,Nov 12 – 17,,5.0 (18)
3490,Three Bedroom Apartment - Luxury Apartment 3 Smart Entry,Apartment in Riyadh,Three Bedroom Apartment - Luxury Apartment 3 Smart Entry,"3 beds,  · 3 bedrooms",Nov 12 – 17,,4.67 (6)
3491,B2-Cozy 2 bedroom apartment,Apartment in Riyadh,B2-Cozy 2 bedroom apartment,"3 beds,  · 2 bedrooms",Nov 12 – 17,$133,4.81 (16)
3492,Spacious and plush bedrooms apartment,Apartment in Jeddah,Spacious and plush bedrooms apartment,"3 beds,  · 2 bedrooms",Nov 12 – 17,,4.75 (8)
3493,Apartment room and lounge with private entrance,Apartment in Riyadh,Apartment room and lounge with private entrance,Dedicated workspace,Nov 12 – 17,,4.86 (7)
3494,"T10, 2 beds apt in Great Location شقة غرفتين جميلة",Apartment in Jeddah,"T10, 2 beds apt in Great Location شقة غرفتين جميلة","2 beds,  · 2 bedrooms",Nov 12 – 17,$60,4.68 (69)
3495,Luxury 3 Bedroom Apartment - Self Entry,Apartment in Riyadh,Luxury 3 Bedroom Apartment - Self Entry,"3 beds,  · 3 bedrooms",Nov 12 – 17,,5.0 (46)
3496,Luxury Apartment Cordoba,Apartment in Riyadh,Luxury Apartment Cordoba,"3 beds,  · 2 bedrooms",Nov 12 – 17,$146,New
3497,"Apartment in North Riyadh, self entry",Condo in Riyadh,"Apartment in North Riyadh, self entry","3 beds,  · 2 bedrooms",Nov 23 – 28,$128,4.89 (18)
3498,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,Apartment in Riyadh,Luxury Hotel Apartment B3 in Nada Al Nada Self check-in,"3 beds,  · 2 bedrooms",Nov 12 – 17,$158,4.93 (45)
3499,comfy apartment fits 9 personals,Apartment in Jeddah,comfy apartment fits 9 personals,"8 beds,  · 3 bedrooms",Nov 25 – 30,$113,New
3500,Private suite 26,Apartment in Jeddah,Private suite 26,"3 beds,  · 2 bedrooms",Nov 12 – 17,$80,New
3501,Comfortable place to spend your family vacation | comfyapartment8,Condo in Jeddah,Comfortable place to spend your family vacation | comfyapartment8,Verified fast wifi,Nov 12 – 17,$104,4.85 (34)
3502,Cordoba Apartment 2/A,Apartment in Riyadh,Cordoba Apartment 2/A,"3 beds,  · 2 bedrooms",Nov 21 – 26,$149,5.0 (15)
3503,Majdia Residence Al Majdiah Residence,Apartment in Riyadh,Majdia Residence Al Majdiah Residence,"5 beds,  · 4 bedrooms",Nov 23 – 28,$447,5.0 (33)
3504,Featured bunk villa and pool,Home in Riyadh,Featured bunk villa and pool,"4 beds,  · 2 bedrooms",Nov 25 – 30,$139,5.0 (3)
3505,Peaceful Makkah Retreat,Apartment in Makkah,Peaceful Makkah Retreat,"5 beds,  · 3 bedrooms",Nov 12 – 17,,New
3506,Spacious Apartment for a family,Apartment in Jeddah,Spacious Apartment for a family,"5 beds,  · 3 bedrooms",Nov 19 – 24,$111,5.0 (4)
3507,N204 lovely unit with great space,Apartment in Jeddah,N204 lovely unit with great space,"5 beds,  · 4 bedrooms",Nov 20 – 25,$173,4.79 (33)
3508,2 Bedroom Apartment with Self check in,Apartment in Riyadh,2 Bedroom Apartment with Self check in,"3 beds,  · 2 bedrooms",Nov 26 – Dec 1,$91,5.0 (11)
